title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
“8模式”保修 APX RACING 蝴蝶尾灯 NVX155/ NVX 尾灯 LED 烟熏红/ NVX155 蝴蝶灯,红色，NVX155 V2,34.29,https://cf.shopee.com.my/file/sg-11134201-824ie-mfiiru33dhc907,http://shopee.com.my/product/134546215/41473031851,摩托车零配件,灯光,IVCN202601154353,286871735872,无同款,P0,2026/3/15,41473031851,34.29,,1
适用于 Wave RS/RSX/S100/S110/Alpha、Future 2/X/Neo、Dream 110 (2016) 的 DID 链​​条和链轮套装（9mm 链条）428DXN-106L，14T-36T,适用于 Wave RS/RSX/S100/S110/Alpha、Future 2/X/Neo、Dream 110 (2016) 的 DID 链​​条和链轮套装（9mm 链条）428DXN-106L，14T-36T,34.24,https://cf.shopee.vn/file/vn-11134207-7qukw-lfkzulipfcz935,http://shopee.vn/product/238374681/6560527557,摩托车零配件,传动系统、变速器和离合器,IVCN2026011513599,61636097321,无同款,P0,2026/3/15,6560527557,34.24,,1
碟刹盘 8.1 DT10 越南 220mm 260mm BEAT Vario Scoppy Mio Soul Mio Sporty Jupiter Mx Vega ZR Vega R New Jupiter Z Fiz-r Vega R Old 最佳品质,HQ36 黑色螺栓，260 毫米,34.17,https://cf.shopee.ph/file/id-11134207-7rbk4-m6zln8jejeic1d,http://shopee.ph/product/1701899309/46453110302,摩托车零配件,制动系统,IVCN202601157705,425297192726,相似款：https://detail.1688.com/offer/701286403362.html?rul=1,P1,2026/3/15,46453110302,34.17,最后一周,2
ESR TAYAR 无内胎轮胎 13 英寸 /14 英寸 /17 英寸 60/90 70/80 70/90 80/80 80/90 90/80 100/70 110/70 120/70 ESR TAYAR,ESR TAYAR【70/90-17】,34.1,https://cf.shopee.com.my/file/my-11134207-7rasj-m1mab46qgkyv63,http://shopee.com.my/product/131651755/29164708323,摩托车零配件,轮胎及配件,IVCN202510146803,217897137111,相似款：https://detail.1688.com/offer/751740968136.html?spm=a26352.13672862.offerlist.4.3cca1e62dG2r8O&offerId=751740968136&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=18d7f909726b42bb8ec4203d8a9b085d&skuId=5182211260179&forcePC=1767679801185,P0,2026/3/15,29164708323,34.1,最后一周,2
正品皇家半盔 M239，带一体式防紫外线镜片，男女通用，佩戴舒适，内衬可拆卸，方便实用。（制造商）,牛奶，特大号：超过 56-58 厘米,13.9,https://cf.shopee.vn/file/vn-11134207-7ras8-m63oxzv14d8je3,http://shopee.vn/product/1325972710/25241291771,摩托车头盔及配件,,IVCN2026011511921,195778417606,https://detail.1688.com/offer/767802004497.html?k,P0,2026/3/15,25241291771,34.1,,9
正品皇家半盔 M239，带一体式防紫外线镜片，男女通用，佩戴舒适，内衬可拆卸，方便实用。（制造商）,钛灰色，XXL码：适合58-61厘米的尺码,13.9,https://cf.shopee.vn/file/vn-11134207-7ra0g-m9ya8ulfy3yad3,http://shopee.vn/product/1325972710/25241291771,摩托车头盔及配件,,IVCN2026011511921,270133347903,https://detail.1688.com/offer/767802004497.html?k,P0,2026/3/15,25241291771,34.1,,9
正品皇家半盔 M239，带一体式防紫外线镜片，男女通用，佩戴舒适，内衬可拆卸，方便实用。（制造商）,粉色牛奶，XL码：56-58厘米以上,34.1,https://cf.shopee.vn/file/vn-11134207-7ras8-m63ov6uuxfeefe,http://shopee.vn/product/1325972710/25241291771,摩托车头盔及配件,,IVCN2026011511921,198205309381,相似款：https://detail.1688.com/offer/710504199030.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917611264765046707e0c5a&token=rSArrmZMuk4MqYdPPFvRBcFVInIithrnpEZd9DV71IEWa0XQu55wcxH%2Bc%2BAXW6aT,P1,2026/3/15,25241291771,34.1,,9
正品皇家半盔 M239，带一体式防紫外线镜片，男女通用，佩戴舒适，内衬可拆卸，方便实用。（制造商）,钛灰色，L码：54-56厘米,13.9,https://cf.shopee.vn/file/vn-11134207-7ra0g-m9ya8ulfy3yad3,http://shopee.vn/product/1325972710/25241291771,摩托车头盔及配件,,IVCN2026011511921,270133347901,https://detail.1688.com/offer/767802004497.html?k,P0,2026/3/15,25241291771,34.1,,9
正品皇家半盔 M239，带一体式防紫外线镜片，男女通用，佩戴舒适，内衬可拆卸，方便实用。（制造商）,薄荷绿，XL码：56-58厘米以上,13.9,https://cf.shopee.vn/file/vn-11134207-7ra0g-m9ya8utrlxfm72,http://shopee.vn/product/1325972710/25241291771,摩托车头盔及配件,,IVCN2026011511921,270133347890,https://detail.1688.com/offer/767802004497.html?k,P0,2026/3/15,25241291771,34.1,,9
正品皇家半盔 M239，带一体式防紫外线镜片，男女通用，佩戴舒适，内衬可拆卸，方便实用。（制造商）,粉色牛奶，M码：53-54厘米,29.81,https://cf.shopee.vn/file/vn-11134207-7ras8-m63ov6uuxfeefe,http://shopee.vn/product/1325972710/25241291771,摩托车头盔及配件,,IVCN2026011511921,198205309379,相似款：https://detail.1688.com/offer/710504199030.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917611264765046707e0c5a&token=rSArrmZMuk4MqYdPPFvRBcFVInIithrnpEZd9DV71IEWa0XQu55wcxH%2Bc%2BAXW6aT,P1,2026/3/15,25241291771,34.1,,9
正品皇家半盔 M239，带一体式防紫外线镜片，男女通用，佩戴舒适，内衬可拆卸，方便实用。（制造商）,CAMAY哑光水泥灰，尺寸：54-56厘米,13.9,https://cf.shopee.vn/file/vn-11134207-7ra0g-m9ya8unnuuro83,http://shopee.vn/product/1325972710/25241291771,摩托车头盔及配件,,IVCN2026011511921,270133347897,https://detail.1688.com/offer/767802004497.html?k,P0,2026/3/15,25241291771,34.1,最后一周,9
加厚后支架 VARIO LED 125/150 COAK MOTIF,抛光,34.05,https://cf.shopee.ph/file/id-11134207-7rbk8-m9ycgy803x174a,http://shopee.ph/product/1338830811/42251445345,摩托车零配件,车身及车架,IVCN2025112532190,280116305480,无同款,P0,2026/3/15,42251445345,34.05,最后一周,1
泰国制造优质双活塞卡钳，适用于 200mm/220mm/260mm 卡钳支架。,日清银，Mio 260mm,34,https://cf.shopee.ph/file/sg-11134201-22120-pihsnru65hlvf6,http://shopee.ph/product/72806045/5315679120,摩托车零配件,制动系统,IVCN202512192063,265877861725,https://detail.1688.com/offer/977307038280.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/3/15,5315679120,34,,1
"普利司通 Battlax 轮胎，前后轮，适用于 Wave 摩托车。前轮 225，后轮 250。一对：3,680 泰铢（轮胎生产于 2025 年）。","普利司通 Battlax 轮胎，前后轮，适用于 Wave 摩托车。前轮 225，后轮 250。一对：3,680 泰铢（轮胎生产于 2025 年）。",34,https://cf.shopee.co.th/file/th-11134207-7rase-m0lf1v8jf36gd5,http://shopee.co.th/product/82952435/28262350821,摩托车零配件,轮胎及配件,IVCN2025073024845,246666595071,相似款：https://detail.1688.com/offer/653962204862.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/3/15,28262350821,34,,1
Nibbi PE圆形节气门油箱,24毫米喉口,34,https://cf.shopee.vn/file/vn-11134207-7r98o-lzajv3xwf6ht63,http://shopee.vn/product/636675249/28208941677,摩托车零配件,燃油系统,IVCN2025112517822,223140015403,相似款：https://detail.1688.com/offer/684025102990.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/3/15,28208941677,34,,1
（SRL 110Z/ZR）后脚踏 后脚踏 合金（Viss）雅马哈 srl110 srl 110z lagenda110 lagenda 110zr 110 z zr,左手+右手+其他，SRL110Z RFB,34,https://cf.shopee.com.my/file/my-11134207-7ras9-m6xkj8nkg4mx9d,http://shopee.com.my/product/55474914/26278261640,摩托车零配件,车身及车架,IVCN202601156555,198270939331,相似款：https://detail.1688.com/offer/665230297565.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982https://detail.1688.com/offer/848969677797.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P0,2026/3/15,26278261640,34,最后一周,1
🎉🎉 斯威特甲壳虫刹车总泵🇹🇭 原装正品，包含CNC加工的双活塞卡钳支架，灰色。🔥赠送：2个卡钳安装螺栓🔥 包含防漏保修。,新旧款 110i,34,https://cf.shopee.co.th/file/th-11134207-7ra0s-mclzz5twpmque0,http://shopee.co.th/product/385138137/23252946447,摩托车零配件,制动系统,IVCN2025112526866,196993406383,相似款：https://detail.1688.com/offer/977307038280.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=5de218437e8d45f286c9bbf747e5f1cc&sessionid=8b78408821fdbdfb156526b356101368,P0,2026/3/15,23252946447,34,最后一周,2
🎉🎉 斯威特甲壳虫刹车总泵🇹🇭 原装正品，包含CNC加工的双活塞卡钳支架，灰色。🔥赠送：2个卡钳安装螺栓🔥 包含防漏保修。,125r-s-挡风玻璃,34,https://cf.shopee.co.th/file/th-11134207-7ra0s-mclzz5twpmque0,http://shopee.co.th/product/385138137/23252946447,摩托车零配件,制动系统,IVCN2025112526866,196993406384,相似款：https://detail.1688.com/offer/977307038280.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=5de218437e8d45f286c9bbf747e5f1cc&sessionid=8b78408821fdbdfb156526b356101368,P0,2026/3/15,23252946447,34,最后一周,2
右侧开关 Wr 155 Wr155 B3M-H3975-00 开关手柄 2 原装,右侧开关 Wr 155 Wr155 B3M-H3975-00 开关手柄 2 原装,34,https://cf.shopee.ph/file/id-11134201-23030-qo2uwj5dlrov31,http://shopee.ph/product/312995541/23232883882,摩托车零配件,传动系统、变速器和离合器,IVCN2025112529144,231268716678,https://detail.1688.com/offer/940037266608.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21360a2e17657691844085456e0f6d&token=dkp4Jp3Cu7UEg5FmW4bDe%2BF2uhk4ZjjhJjf3y%2Bw1AEpGlk5%2BtsFj%2F3auznuyHnzN,P0,2026/3/15,23232883882,34,最后一周,1
前刹车盘 N188 通用型 Mio J 三孔 220mm 黑色系列,黑灰色，220毫米,33.99,https://cf.shopee.ph/file/id-11134207-7ra0m-mdr5oh471f73b8,http://shopee.ph/product/344749570/42164778078,摩托车零配件,制动系统,IVCN2025121925892,281224306601,相似款：https://detail.1688.com/offer/984074958618.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17682022062521830e115e&token=1dUVBzCOaeU3CmpBNwp1KIEQrlwvTxU%2FVmYWxyAc1OOG6CybIXxYHRJq9L53LGyX,P1,2026/3/15,42164778078,33.99,最后一周,1
TONNKA WEAPON 赛车金链 415H 带 O 型环 加厚 122L 132L,415HO - 132L，金色,33.96,https://cf.shopee.com.my/file/my-11134207-820l7-migt49j9djb8ff,http://shopee.com.my/product/1347092275/28868916629,摩托车零配件,传动系统、变速器和离合器,IVCN2025112515153,247447795156,https://detail.1688.com/offer/981691804587.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2127a84b17657881076532359e0fd1&token=6VGGs1XLqeW4Ps08ZO5%2FFiSltVF3HRDtYo4pu7Zjt3z4dTQ3euPbNpJQVqCGSGdH,P1,2026/3/15,28868916629,33.96,最后一周,2
ZERN8.1 GIORNO 后脚踏板，银色带黑色饰边，CNC 加工，Giorno 售后配件，QTP。,ZERN8.1 GIORNO 后脚踏板，银色带黑色饰边，CNC 加工，Giorno 售后配件，QTP。,33.8,https://cf.shopee.co.th/file/th-11134275-7ra0k-mde8v0jmy2jq33,http://shopee.co.th/product/450445144/44112732625,摩托车零配件,制动系统,IVCN2025121928745,198641901813,https://detail.1688.com/offer/730372240946.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2154647417679454809545113e11ec&token=sT2Vq%2FOzacg5MIcsLCLeR7Tg5sJtxcNaZTVsMv7%2Fwxjl%2BR5obyY%2Fgil4SlZ7GOzV,P1,2026/3/15,44112732625,33.8,最后一周,1
Đèn Pha Zinpat WAVE 50cc 110 100 Zhipat Suruma Wave A-S100-Rs100-Rsx100,压力 TR ZIN 24W,33.79,https://cf.shopee.vn/file/vn-11134207-7ra0g-m8h59cykar2f80,http://shopee.vn/product/889783649/43769243238,摩托车零配件,灯光,IVCN2025121928225,286577734925,相似款：https://detail.1688.com/offer/711757635645.html?spm=a26352.b28411319/2508.0.0,P1,2026/3/15,43769243238,33.79,最后一周,3
Đèn Pha Zinpat WAVE 50cc 110 100 Zhipat Suruma Wave A-S100-Rs100-Rsx100,SAMURAI TR ZIN 24W,32.68,https://cf.shopee.vn/file/vn-11134207-820l4-mepz88wdgnia57,http://shopee.vn/product/889783649/43769243238,摩托车零配件,灯光,IVCN2025121928225,286577734923,相似款：https://detail.1688.com/offer/711757635645.html?lang=zh&kjSource=pc&fromkv=refer:HVHFESCLLBNFQR2FLFKE6TSKLBDVSWSUJNHFEVKHKZIFOWJUINGE2VRULBHTGM2TJVJEUV2LLFGFGTKOKVDDMTKKLBDVSM2EJNHFEVSHIVMUIT2NLJJUQQSQLBLTOSKN&bizType=saasTool&customerId=alipriceLP,P1,2026/3/15,43769243238,33.79,,3
适用于雅马哈摩托车 NMAX155/NVX155 的智能遥控钥匙,NMAX155/NVX155,33.77,https://cf.shopee.ph/file/sg-11134201-7reow-m8czaw4yetvk88,http://shopee.ph/product/774206178/29882676776,摩托车配件,锁具与安防,IVCN2025112530170,243122921202,https://detail.1688.com/offer/952915227462.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/3/15,29882676776,33.77,,1
EX5梦幻前大灯后大灯尾灯前转向灯全套高品质大灯,三合一灯（标准）,33.76,https://cf.shopee.com.my/file/f52f9a97221f88bdb85d4fc99cef468c,http://shopee.com.my/product/55474914/21735717937,摩托车零配件,灯光,IVCN2025112526538,191832253941,相似款：https://detail.1688.com/offer/857731300991.html?spm=a26352.b28411319.offerlist.6.5b2c1e62DuCt18https://detail.1688.com/offer/851025523897.html?spm=a26352.b28411319.offerlist.20.54241e62DY4dBZ&cosite=-&tracelog=p4p&_p_isad=1&clickid=15960d3148624323b8167156c3c3196f&sessionid=267114c507db103740d20055e3eabda1,P1,2026/3/15,21735717937,33.76,,1
凸轮轴 Nmax Lexi Aerox 155 2DP,凸轮轴 Nmax Lexi Aerox 155 2DP,33.72,https://cf.shopee.ph/file/id-11134207-7r98y-lxwblc7tr34d95,http://shopee.ph/product/441584730/8385299314,摩托车零配件,其他的,IVCN202512192865,93907683408,相似款：https://detail.1688.com/offer/814493053423.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=dbf520e1203320bf0620dbac5dda5ccc&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B1E3EFE77752314E1CAE5877D79D8400634A0E3AE3561D5EF97F99033BEED4D408348394BC3CC3C62B9992F8828C4BE892BC9117B2DD0F36472070DD7F6F0A329F231140DBDCED599D330F7DA22D2BC3BB7ACC0C1668372BE3ADC39B0FDB654E3AA5C7509178BDB99009755B29C8944A32B434463527BCA5638491981DB78A6C8C99C6620183F0C356%26cbu_cps_trace_flag%3Dwrite,P1,2026/3/15,8385299314,33.72,最后一周,1
MOTOTEC QD系列摩托车手机支架，快拆式手机支架。,MT-QD01 杆式安装型,33.58,https://cf.shopee.co.th/file/th-11134207-7r98x-lwoe8bem3jcg02,http://shopee.co.th/product/60401191/22436691553,摩托车配件,手机支架,IVCN202505141465,108043042370,https://detail.1688.com/offer/703649217630.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/3/15,22436691553,33.58,,1
前轴/后轴 定制轴 圆轴 (RXZ/Y15/Y110/LC135/EX5/Y125Z/Y125ZR 尺寸 19 22 rxz 轴 定制轴,前轴，RXZ/CTLZ-19,33.54,https://cf.shopee.com.my/file/sg-11134201-22090-ehystk5szvhv3b,http://shopee.com.my/product/216985868/10150830705,摩托车配件,其他的,IVCN2025082924120,112574377231,无同款,P0,2026/3/15,10150830705,33.54,,1
空气漏斗盖过滤器盖 Vario Beat 型号 160 PCX 160 ADV 160 短漏斗黑色标志,银色，紧身/Pampet,33.53,https://cf.shopee.ph/file/id-11134207-7r98q-lqvb8ufg3gcd87,http://shopee.ph/product/1361876376/28466345941,摩托车零配件,车身及车架,IVCN2025121919523,195521026103,相似款：https://detail.1688.com/offer/950640651688.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2146938717678684692384029e1001&token=mK85tKy2GaaYokuGBMzSARoCusItmJYiMPh56GrSiPta%2FzUtlCTA%2FIKBkyrrROt%2B,P1,2026/3/15,28466345941,33.53,最后一周,1
雅马哈 RXZ RXZ135 Mili Milli 5PV Cata Catalyzer 后制动轮毂面板镀铬 Crom Krom Brek Belakang 全套,雅马哈 RXZ RXZ135 Mili Milli 5PV Cata Catalyzer 后制动轮毂面板镀铬 Crom Krom Brek Belakang 全套,33.45,https://cf.shopee.com.my/file/sg-11134202-7ra3e-m4h14kkb8hzv22,http://shopee.com.my/product/423166039/13208311014,摩托车零配件,制动系统,IVCN202601157727,166896349150,相似款：https://detail.1688.com/offer/979683232087.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/3/15,13208311014,33.45,,1
用于装饰 Gogo 电动滑板车的 Minion 双眼 LED 灯。,用于装饰 Gogo 电动滑板车的 Minion 双眼 LED 灯。,33.41,https://cf.shopee.vn/file/vn-11134207-7ra0g-m8lcysr2qzce80,http://shopee.vn/product/1519835194/27533461372,摩托车零配件,灯光,IVCN2025112526356,188426331302,相似款：https://detail.1688.com/offer/758992268101.html?spm=a26352.b28411319/2508.0.0,P1,2026/3/15,27533461372,33.41,最后一周,1
Bajaj RE 镀铬大灯罩 #A8 Maxima 改款,Bajaj RE 镀铬大灯罩 #A8 Maxima 改款,33.37,https://cf.shopee.ph/file/e3ce6212732a65aab2bd90587e3a4560,http://shopee.ph/product/183757329/3254011178,摩托车零配件,灯光,IVCN2025112521478,51115614611,无同款,P0,2026/3/15,3254011178,33.37,,1
米其林 M35 17 英寸摩托车轮胎，适用于 Wave 110 和 Wave 125。,2.50-17 TT（1 条轮胎），不含内胎。,33.3,https://cf.shopee.co.th/file/64421c3f35174c24de30bf7af1f477a3,http://shopee.co.th/product/460455480/10033028401,摩托车零配件,轮胎及配件,IVCN2025073017933,84925033317,相似款：https://detail.1688.com/offer/986308535266.html?spm=a26352.13672862.offerlist.132.240f608dGDir19&offerId=986308535266&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6116789302497&trace_log=normal&uuid=b2a1c9a5bf9a4339926b7593b34907b0&forcePC=1767515275119,P0,2026/3/15,10033028401,33.3,最后一周,3
适用于 Aerox V1 V2 V3 的透明亚克力面罩，带 CNC 铝合金装饰挡风玻璃,银色 + 透明,33.29,https://cf.shopee.ph/file/cn-11134207-820l4-mfxxky8fwr2gda,http://shopee.ph/product/1484018470/28043100672,摩托车配件,其他的,IVCN2025121918567,267006992054,相似款：https://detail.1688.com/offer/998458124241.html?spm=a26352.b28411319/2508.0.0https://detail.1688.com/offer/786870490970.html?spm=a26352.b28411319/2508.0.0,P1,2026/3/15,28043100672,33.29,最后一周,1
雅马哈 NMAX V2 / Aerox S V1 遥控接收器 - 原装替换件,雅马哈 NMAX V2 / Aerox S V1 遥控接收器 - 原装替换件,33.28,https://cf.shopee.ph/file/cn-11134207-820l4-mdy6nj6nm684b8,http://shopee.ph/product/1307174922/26920265636,摩托车配件,锁具与安防,IVCN202509153244,139170807028,https://detail.1688.com/offer/867189362020.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/3/15,26920265636,33.28,,1
【现货】Rhinowalk 防水摩托车包 10L-30L 自行车后座包（带绑带）仅售 1 个,20升黑色,33.24,https://cf.shopee.ph/file/590f8b94d2c4a5cccbf38e3180118241,http://shopee.ph/product/414847087/9554768938,摩托车配件,盒子和箱子,IVCN2025111456879,75419776556,https://detail.1688.com/offer/628046062437.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b0fdc4f17633479445683880e1004&token=NEAtOk0cJuOVBCaMfhBVKrrycYs%2BzPfscY6P%2F3NuQakVR7CrvAyuW3mLTcjCq%2B52,P1,2026/3/15,9554768938,33.24,最后一周,2
【现货】Rhinowalk 防水摩托车包 10L-30L 自行车后座包（带绑带）仅售 1 个,10升黑色,27.35,https://cf.shopee.ph/file/6a09dd3672e1ea42d19c18f1697b348f,http://shopee.ph/product/414847087/9554768938,摩托车配件,盒子和箱子,IVCN2025111456879,75419776555,https://detail.1688.com/offer/628046062437.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b0fdc4f17633479445683880e1004&token=NEAtOk0cJuOVBCaMfhBVKrrycYs%2BzPfscY6P%2F3NuQakVR7CrvAyuW3mLTcjCq%2B52,P1,2026/3/15,9554768938,33.24,最后一周,2
Light Master 带灯开关组件是高品质进口原装配件，兼容多种车型。,绿色的,33.11,https://cf.shopee.vn/file/vn-11134207-820l4-mgb24djrs55828,http://shopee.vn/product/79571021/53200198083,摩托车零配件,制动系统,IVCN202601157717,350019046919,相似款：https://detail.1688.com/offer/737850912094.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,P1,2026/3/15,53200198083,33.11,,2
摩托车轮胎，尺寸为 70/90-14、80/90-14、90/90-14，型号为 H969，TT 类型，品牌为 GOODRIDE。,80/90-14 + 内胎,33.11,https://cf.shopee.co.th/file/sg-11134201-7rdxh-m1ma3emomrbdf6,http://shopee.co.th/product/1379605147/26014867519,摩托车零配件,轮胎及配件,IVCN2025111461543,128084201111,相似款：https://detail.1688.com/offer/956624218855.html?spm=a26352.b28411319.offerlist.242.623a1e62TTavTa&cosite=-&tracelog=p4p&_p_isad=1&clickid=7cdadafc2cb2426eab57a0a09440c45d&sessionid=iFrdKren8BP3hihXNXPTXkti5KWNhJZhRhp1763606043670,P1,2026/3/15,26014867519,33.11,最后一周,2
V3.4 狙击手 155 尾部整理器（底板+底板支架）,平原，狙击手 155,33.04,https://cf.shopee.ph/file/sg-11134201-824i4-mf6a84tl8dmy92,http://shopee.ph/product/19040810/24541674782,摩托车配件,挡泥板和防溅板,IVCN202509153066,195805714548,无同款,P0,2026/3/15,24541674782,33.04,最后一周,2
Vision踏板车专用摩托车靠背架，An Phát Store旅行架。,2021-2025款无扶手,33.03,https://cf.shopee.vn/file/vn-11134207-7ras8-mde7xext25a7a2,http://shopee.vn/product/848236622/24106927247,摩托车零配件,车身及车架,IVCN202601156207,147692259688,相似款：https://detail.1688.com/offer/911512956476.html?spm=a26352.b28411319/2508.0.0,P1,2026/3/15,24106927247,33.03,最后一周,1
Dr.踏板车塑料车身套件，葡萄紫色，已贴好贴纸，如图所示。,如图1所示，采用全新ABS塑料制成。,33.03,https://cf.shopee.vn/file/vn-11134207-820l4-miz515yzueip00,http://shopee.vn/product/923203054/22962023757,摩托车零配件,车身及车架,IVCN202512198147,241826278557,无同款,P0,2026/3/15,22962023757,33.03,最后一周,1
AYOTO 3D LED投影仪外罩 2.5英寸水晶RGB蓝牙APP控制 12V 适用于摩托车踏板车,3D RGB圆形遮光罩 2.5-1个,33,https://cf.shopee.ph/file/cn-11134207-7ras8-mdtoi5w89er76a,http://shopee.ph/product/1275674195/41966837611,摩托车零配件,灯光,IVCN2025112532126,276390462959,相似款：https://detail.1688.com/offer/853278712412.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,P0,2026/3/15,41966837611,33,,3
适用于 WAVE 125i 的头灯套装 🇮🇹🇮🇹♥️,黑色的,32.89,https://cf.shopee.ph/file/ph-11134207-7r98r-lnitqazmncyxee,http://shopee.ph/product/347780863/20994860432,摩托车零配件,灯光,IVCN202601154371,214713536976,相似款：https://detail.1688.com/offer/900201708175.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,P1,2026/3/15,20994860432,32.89,最后一周,1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
